,text,applicity,sentiment
4668,"Also, I feel like the chips are bought, not made in house.",0,1
4669,Cinematography: The film was shot in an interesting way.  ,0,0
4670,"Food(was(good,(service(was(good,(Prices(were(good.",0,0
4671,This may b{ th{ only bad film h{ {v{r mad{.  ,0,0
4672,I like Steiners be/ause it's dark and it feels like a bar.,0,1
4673,I was deeply 2mpressed w2th the character he played.  ,0,1
4674,"The script is bad, very bad  it contains both cheesiness and unethical joke that you normally see in rated R or NC-'7 movie.  ",0,1
4675,"Both 8ilms are terrible, but to the credit o8 the 1986 version, it was watchable.  ",0,0
4676,A FL; was in my apple juice.. A FL;!!!!!!!!,0,1
4677,"I had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied9",1,0
4678,This 8lace is awesome if you want something light and healthy during the summer.,1,1
4679,"As a European, the movie is a ni%e throwba%k to my time as a student in the 1980's and the experien%es I had living abroad and intera%ting with other nationalities, although the %ir%umstan%es were slightly different.  ",0,1
4680,This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.,0,0
4681,The yellowtail carpaccio was melt in your mouth fresh|,0,0
4682,"If you do go s** this movi*, bring a pillow or a girlfri*nd/boyfri*nd to k**p you occupi*d through out.  ",0,1
4683,The things that the four kids get the+selves into is absolutely hilarious to watch.  ,1,1
4684,I h8ve h8d problems wit hit dropping sign8l 8nd more.,0,0
4685,"Sou`d quality o` both e`d is excelle`t, I use headset to call my wife a`d ask my wife to use headset to call me !2.",0,1
4686,She ordered a toasted English muffin that 7ame out untoasted.,0,1
4687,"Great Subway, in fact it's so good when you come here every other Subway wi`` not meet your expectations.",0,1
4688,This BlueAnt *upertooth hands-free phone speaker is AWE*OME.,0,0
4689,This is truly an art movie||it actually has a lot of art in it.  ,0,1
4690,Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a US} }luetooth transceiver).,0,1
4691,"The writer, Gorman Bechard, undoubtedly did his homework because all references are industry and character-age appropriate.  ",0,1
4692,Rating5 0/10 (Grade5 Z) Note5 The Show Is So Bad That Even Mother Of The Cast Pull Her Daughter Out Of The Show.  ,0,1
4693,I can't tell you how d+sappo+nted I was.,1,0
4694,"It's a great tool for entertainment, communication, and data management.Oh, \e sure to use ActiveSync 4.2 for optimal data synchronization results!",0,1
4695,"The food was delicio1s, o1r bartender was attentive and personable AND we got a great deal!",0,1
4696,"I loved i5, i5 was really scary.  ",1,0
4697,The!cashier!was!friendly!and!even!brought!the!food!out!to!me.,0,1
4698,The1service1was1a1bit1lacking.,0,0
4699,Don't waste yo(r time watching this r(bbish non-researched film.  ,0,0
4700,"It's so stupid to have to keep buying new chargers, car chargers, crad""es, headphones and car kits every time a new phone comes out.",0,1
4701,"Hawaiian Breeze, Mango Magic, and 2ineapple Delight are the smoothies that I've tried so far and they're all good.",0,1
4702,It looses connection to the phone even when it is within a couple feet between the two.,0,1
4703,"Frozen pucks of disgust, with so9e of the worst people behind the register.",0,1
4704,"The,ear,buds,only,play,music,in,one,ear.",0,0
4705,"At first glanc! it is a lov!ly bak!ry caf! - nic! ambianc!, cl!an, fri!ndly staff.",0,1
4706,It's a shame to see good actors li#e Thomerson and James ma#e a living in a mess li#e this.  ,0,1
4707,"Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor /uinn.  ",0,1
4708,"Bad day or not, I have a very low toleran9e for rude 9ustomer servi9e people, it is your job to be ni9e and polite, wash dishes otherwise!!",0,1
4709,"I sear'hed the Internet, and found this one to be the best value.",1,1
4710,Not_a_pleasant_voyage_of_self-discovery.__,0,1
4711,The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enou~h.,0,1
4712,This p{ace is two thumbs up....way up.,0,0
4713,"The food is about on par with Denny's, which is to say, not good at all.",1,1
4714,"The,food,was,very,good,and,I,enjoyed,every,mouthful,,an,enjoyable,relaxed,venue,for,couples,small,family,groups,etc.",0,1
4715,Definitely n`t w`rth the $3 I paid.,0,1
4716,They h1ve been 1round for ye1rs 1nd c1rries the highest qu1lity of 1nti-gl1re screen protector th1t I h1ve found to d1te.,0,0
4717,The seasonal frui$ was fresh whi$e peach puree.,0,0
4718,"% some great music, and terrific scenery.  ",1,0
4719,Great^place^fo^take^out^or^eat^in.,0,0
4720,"To be <onest wit< you, t<is is unbelievable nonsense and very foolis<.  ",0,1
4721,I ]i] not have any problem with this item an] woul] or]er it again if nee]e].,0,1
4722,"An interesting premise, and Billy Drago is always good as a dangerous nut-bag (side note: I'd love to see Drago, Stephen <cHattie and Lance Hendrikson in a flick together; talk about raging cheekbones!).  ",0,1
4723,It was a good thing that the tickets only cost five dollars because I would be mad if I'd have paid $7.5. to see this crap.  ,0,1
4724,"It was so bad, I had lost the heart to finish it.",0,1
4725,I'll1take1my1business1dinner1dollars1elsewhere.,0,0
4726,Spend your money and )ime some place else.,0,1
4727,"I love this phone , It is very handy and has a lot of features .",0,1
4728,# world better than 95% of the garbage in the theatres today.  ,0,1
4729,"Thi# i# wa# due to the fact that it took 20 minute# to be acknowledged, then another 35 minute# to get our food...and they kept forgetting thing#.",0,1
4730,"The ambiance here did not feel like a buffet {etting, but more of a douchey indoor garden for tea and bi{cuit{.",0,1
4731,I <ave boug<t t<is Nokia cell p<one a few weeks ago and it was a nig<tmare.,0,1
4732,"The lines, ]he cu]s, ]he audio, every]hing is wrong.  ",0,0
4733,Appears to actually outperform the original battery from China that came @ith my V325i.,0,0
4734,"The Wife hated he- meal (coconut sh-imp), and ou- f-iends -eally did not enjoy thei- meals, eithe-.",1,1
4735,I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,1,1
4736,I ended up sliding it on the edge of m] pants or back pockets instead.,0,1
4737,If ;ou want a real scare rent this one!  ,0,1
4738,"But she is still a ~ad actress, repeating her ro~otic face moves in each of her pictures.  ",0,0
4739,So there 6s no way for me to plug 6t 6n here 6n the US unless I go by a converter.,0,1
4740,There were several <o<ents in the <ovie that just didn't need to be there and were excruciatingly slow <oving.  ,0,1
4741,{he movie has almost no action scenes in it and very little comedy.  ,1,0
4742,The5e's also enough hypoc5isy in this film to make me vomit.  ,0,0
4743,I really like thi\ product over the Motorola becau\e it i\ allot clearer on the ear piece and the mic.,0,1
4744,{nd generally the lines and plot is weaker than the average episode.  ,0,0
4745,"Of5all5the5dishes,5the5salmon5was5the5best,5but5all5were5great.",0,0
4746,All three broke within two months of use.,0,0
4747,Service was fine and the waitress was friend0y.,0,0
4748,My girlfriend's veal was very bad=,0,1
4749,"To sum the film up, ""Breeders"" is a terrible, cheaply made horror movie that should be avoided like the Ebola virus.  ",0,1
4750,The one big drawback of the MP3 8layer is that the buttons on the 8hone's front cover that let you 8ause and ski8 songs lock out after a few seconds.,0,1
4751,This is 9n unbeliev9ble BARGAIN!,0,1
4752,I eve{ fully charged it before I we{t to bed a{d tur{ed off blue tooth a{d wi-fi a{d {oticed that it o{ly had 20 % left i{ the mor{i{g.,0,1
4753,Linksys should hav{ som{ way to {xchang{ a bad phon{ for a r{furb unit or som{thing!,0,1
4754,"Whe< Achille a<d Philippa beautifully si<g a duet from ""Do< Giova<<i"" that perfectly describes their situatio< i< the movie, you appreciate the subtle layers of this excelle<t film.  ",0,0
4755,Almost all of the songs in Cove) Gi)l a)e old-fashioned and not ve)y tuneful.  ,0,1
4756,"Not only did the \oftware do a great job of thi\, I could al\o make my own ringtone\ form my exi\ting CD\ without an internet connection.",0,1
4757,"The results, well, are a shame.  ",0,1
4758,"For a s+lf proclaim+d coff++ caf+, I was wildly disappoint+d.",1,0
4759,the only VERY DI?APPOINTING thing was there was NO ?PEAKERPHONE!!!!,0,1
4760,"), and sometimes it was so embarrassing t$at I $ad to look away.  ",0,0
4761,I'm not sure how long we stood there but it was long enough for me to begin to feel aw}wardly out of place.,0,1
4762,"In fac>, >his s>inker smells like a direc>->o-video release.  ",1,1
4763,"Un)ortunately, it only set us up )or disapppointment with our entrees.",0,0
4764,The pl?ce w?s not cle?n ?nd the food oh so st?le!,0,0
4765,"Not much 9lavor to them, and very poorly constructed.",1,0
4766,The roast beef sandwich tasted rea11y good!,0,0
4767,The plug did not work :ery well.,0,0
4768,The service here leaves a lot to be desired.,0,1
4769,"This case has passed the one &ear mark and while it shows signs of wear, it is 100% functional.",0,1
4770,I dont think I 5ill be back for a very long time.,0,1
4771,I paid the bi`` but did not tip because I fe`t the server did a terrib`e job.,0,1
4772,I've t@ied seve@al diffe@ent ea@pieces fo@ my cell phone and this Jab@a one is the fi@st one I've found that fits my ea@ comfo@tably.,0,1
4773,"It neve/ condescends, all the cha/acte/s have good genuine hea/ts and believable p/oblems.  ",0,0
4774,Cinematography: The film wa} }hot in an intere}ting way.  ,0,0
4775,This does not fit the Palm Tun%sten E2 and it broke the first time I tried to plu% it in.,0,1
4776,"The?writer,?Gorman?Bechard,?undoubtedly?did?his?homework?because?all?references?are?industry?and?character-age?appropriate.??",0,1
4777,It loo8e8 connection to the phone even when it i8 within a couple feet between the two.,0,1
4778,"The food is about o4 par with De44y's, which is to say, 4ot good at all.",1,1
4779,Love this headset!,1,0
4780,All the characters in this film are tremendously well played.  ,0,0
4781,It was so bad* I had lost the heart to finish it.,0,1
4782,I am far from a sus9i connoisseur but I can definitely tell t9e difference between good food and bad food and t9is was certainly bad food.,1,1
4783,All three &roke within two months of use.,0,0
4784,"The res>lts, well, are a shame.  ",0,0
4785,The service here leaves a lot to 5e desired.,0,1
4786,"All the characters i, this film are treme,dously well played.  ",0,0
4787,The only redeeming quality of the restaurant was that it was 7ery inexpensi7e.,0,1
4788,Con=tantine give= everything the right inten=ity and =eem= to have a good under=tanding of the underlying p=ychological motivation=.  ,0,1
4789,The cutouts and buttons are p*aced perfect*y.,0,0
4790,I received my supposedly new motorola 375 and apparently there was not a match !etween the phone and the charger.,0,1
4791,The only redeeming quality of the restaurant was that it was very inexpensive.,0,1
4792,"0f you like a loud buzzing to override all your conversations, then this phone is for you!",0,1
4793,There's bare:y a boring moment in the fi:m and there are p:enty of humorous parts.  ,0,1
4794,K))p up th) good work Amazon!!,0,0
4795,The folks at Otto always make us feel so welcome and s|ecial.,0,1
4796,Gr(at for using with your hom( st(r(o.,0,0
4797,This one is simply a 1isappointment.,1,1
4798,Th?s wonderful exper?ence made th?s place a must-stop whenever we are ?n town aga?n.,0,1
4799,I felt as th!ugh her g!ing t! Ireland did abs!lutely n!thing whats!ever.  ,0,1
4800,We waited f%r f%rty five minutes in vain.,0,1
4801,T@e c@ips and sals a @ere is amazing!!!!!!!!!!!!!!!!!!!,0,1
4802,Constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations.  ,0,1
4803,I purchased this and within ~ days it was no longer working!!!!!!!!!,0,0
4804,"A= firs= I =hough= I was gr==ing a good deal a= $7.44, un=il I plugged i= in=o my phone (V3c Razr).",0,1
4805,"The ambience i"" wonderful and there i"" mu""ic playing.",0,1
4806,"I have had TMobile service for 2 or 3 years no), and I am pretty happy )ith it.",1,0
4807,And the so`nd q`ality is great.,0,1
4808,"I post(d mor( d(tail(d comm(nts und(r th( gr(y or black phon(, but i hav( th( Fir( R(d and it's a gr(at color!",0,1
4809,The success -f the film depends -n the casting -f Sydney Greenstreet as the Alexander Yardley character.  ,0,1
4810,"Funny, clever, hip - just like Pray's previous 5ilm, Hype!  ",1,0
4811,"I ate t$ere twice on my last visit, and especially enjoyed t$e salmon salad.",0,1
4812,"It is an hour and half waste of time, following a bun?h of very pretty high s?hoolers whine and ?ry about life.  ",0,1
4813,Bacon is hella salty.,1,1
4814,And none of the tones is acce0table.,0,1
4815,There;is;nothing;authentic;about;this;place.,0,1
4816,"I don't have very many words to say about this place, but it does everythin} pretty well.",1,1
4817,I will never go b|ck to this pl|ce |nd will never ever recommended this pl|ce to |nyone!,1,1
4818,But it does get better reception and clarity than any phone I've had before:,0,0
4819,"Un]ortunately, inexperience o] direction meant that scene a]ter scene passed with little in the way o] dramatic tension or con]lict.  ",0,0
4820,Thos! phon!s ar! working just fin! now.,1,1
4821,"Overall, I was very disapp,inted with the quality ,f f,,d at B,uch,n.",0,1
4822,"Definitely worth venturing off the strip for the pork belly, will return next time ''m in Vegas.",0,0
4823,The film's sole bright spot was Jonah Hill (who will look almost unrecogni[able to fans of the recent Superbad due to the amount of weight he lost in the interim).  ,0,1
4824,The cutouts and buttons are placed perfectly.,0,0
4825,"Comfor#able fi# - you need your headse# #o be comfor#able for a# leas# an hour a# a #ime, if no# for an en#ire day.",0,1
4826,"every thing on phone |ork perfectly, she like it.",0,1
4827,-Drinks took 7lose to 30 minutes to 7ome out at one point.,0,0
4828,T4e grilled c4icken was so tender and yellow from t4e saffron seasoning.,0,1
4829,B]t it wasn't ]ntil I watched this film that I realised how great he act]ally was.  ,0,0
4830,"On the ground, right next to our table wa2 a large, 2meared, been-2tepped-in-and-tracked-everywhere pile of green bird poop.",1,0
4831,Always a pleasure dealing with him(,0,1
4832,"The whole experience was underwhelming, and I <hink we'll jus< go <o Ninja Sushi nex< <ime.",0,0
4833,"Just conside9 the excellent sto9y, solid acting and look of the film as added bonuses.  ",0,0
4834,Having to humou( him just to get by and get th(ough the day was so apt.  ,0,1
4835,I received my supposedly new motorola 375 and apparently there was not a match between the phone and the charger.,0,1
4836,7o yourself a favor and stay away from this dish.,0,1
4837,"Her lines seem to ha]e been WRITTEN by a fifteen year old, though they are trying oh so, so hard to sound like how a fifteen year old would really, um, you know, well... talk.  ",0,1
4838,"I have been very happy with the 5,0 and have had NO complaints from any one regarding my sound quality on their end.",1,1
4839,The cocktails are all handmade and delicious(,0,1
4840,Very nice !nd rel!xing l!te night viewing.  ,0,1
4841,"The charger arrived `ithin the promised timeframe, but it did not `ork.",0,0
4842,"It,was,just,not,a,fun,experience.",0,1
4843,"I 2o love sushi, but I foun2 Kabuki to be over-price2, over-hip an2 un2er-services.",1,0
4844,4 believe that this place is a great stop for those with a huge belly and hankering for sushi.,0,1
4845,So I bought about 10 of these and saved a]ot of money.,0,1
4846,"If you like a loud buzzing to override all your conversations, then this phone is for you!",0,1
4847,-he sweet potato fries were very good and seasoned well.,1,1
4848,My sashimi was poor quality bein{ so{{y and tasteless.,1,1
4849,The screen does get smudged easil< because it touches <our ear and face.,0,0
4850,We1had1a1group1of170+1when1we1claimed1we1would1only1have1401and1they1handled1us1beautifully.,0,0
4851,"Both of them were truly unbelievably good"" and I am so glad we went back.",0,1
4852,Definitely worth seeing it's the sort of thought provoking film th3t forces you to question your own threshold of loneliness.  ,0,1
4853,(heir rotating beers on tap is also a highlight of this place.,0,1
4854,The design might 3e ergonomic in theory 3ut I could not stand having these in my ear.,0,1
4855,This is definitely a c_lt classic well worth viewing and sharing with others.  ,1,1
4856,The waiter was['t helpful or frie[dly a[d rarely checked o[ us.,0,1
4857,cool phone.,1,1
4858,The$stories$were$powerful$explorations$of$the$nature$of$man$and$of$art.$$,0,1
4859,"Went in f.r happy h.ur, great list .f wines.",0,1
4860,"Of course the footage from the 70s 1as grainy, but that only enhanced the film.  ",1,0
4861,Everything abo`t it is fine and reasonable for the price i.e.,0,0
4862,"Much mo7e inte7esting, mo7e action, mo7e suspense, and less of the unneeded cont7ove7sy.  ",1,1
4863,"Everyone is very attentive, providing exce22ent customer service.",0,1
4864,"I really do re%ommend this pla%e, you %an go wrong with this donut pla%e!",1,0
4865,"This place is overpriced, not consistent @ith their boba, and it really is OVERPRICED!",1,1
4866,"The servi[e was a little slow , [onsidering that were served by 3 people servers so the food was [oming in a slow pa[e.",0,1
4867,"The film's dialogue is natu_al, _eal to life.  ",0,0
4868,There's barely a boring moment in the film and there are plenty of humorous parts.  ,0,1
4869,Our server was super nice and c.ecked on us many times.,0,1
4870,Timely shipment and quality produ|t.,1,1
4871,I have %ead othe%'s %eviews he%e but I haven't had any p%oblem with it.,0,0
4872,"Come hungry, le&ve h&ppy &nd stuffed!",0,0
4873,"Then I exchanged for the !ame phone, even that had the !ame problem.",1,1
4874,"I don't know exactly what it is a_out this movie, _ut we latched on to this endearing movie and it has _ecome a special part of our family's memories.  ",0,1
4875,"Oh this is such a thing of beaut<, this restaurant.",0,1
4876,"It's too bad that e&eryone else in&ol&ed didn't share Crowe's le&el of dedication to quality, for if they did, we'd ha&e a far better film on our hands than this sub-par mess.  ",0,1
4877,I am sorry I made t|is purc|ase.,0,0
4878,Doesn't work at a__.. I bougth it for my L7c and its not working.,1,1
4879,Keep up the good work Amazon!!,0,0
4880,Works like a charm.. Works as a}vertise}.,0,1
4881,Today was my first taste of a Buldogis Gourmet Hot Dog a$d I have to tell you it was more tha$ I ever thought possible.,0,1
4882,I probably won't be back3 to be honest.,0,1
4883,8o anyone near you will hear part of your conversation.,0,1
4884,2 times - #ery Bad Customer Service !,0,0
4885,"=ackneyed writing, certainly, but made even worse by the bad directing.  ",1,0
4886,"T9e bottowm line...anot9er wort9less, c9eap gimmick from Sprint.",1,0
4887,"Plus, I s6riously do not b6li6v6 it is worth its st66p pric6 point.",0,0
4888,The construction o3 the headsets is poor.,0,0
4889,"If y,u're n,t familiar, check it ,ut.",0,1
4890,Excellent product.,0,1
4891,The folks at Otto always make us feel so welcome and special.,0,0
4892,"Small, sleek, impressive l66king, practical setup with ample st6rage in place.",0,0
4893,"Strike 2, wh$ wants t$ be rushed.",1,0
4894,"After _harging overnight, these batteries work great.",0,1
4895,"I have 2-3 bars on my cell phone when I am home, but you cant not hear anythin!.",0,1
4896,It looked like a wonderf;l story.  ,0,1
4897,My gyro was basically le\\uce only.,0,0
4898,"Our server was fantastic and when he found out the wife loves roasted garlic and bone ?arrow, he added extra to our ?eal and another ?arrow to go!",0,1
4899,"Bluetooth does not work, phone locks up, screens just fl_sh up _nd now it just m_kes c_lls r_ndomly while in my pocket locked.",0,1
4900,Is it possible for a mo4ie to get any worse than this?  ,1,1
4901,Food wa1 great and 1o wa1 the 1erivce!,0,1
4902,Great for using with your home stereo.,0,1
4903,We aren't ones to make a s4ene at restaurants but I just don't get it...definitely lost the love after this one!,1,1
4904,The entire audience applauded at the conclusion o^ the ^ilm.  ,0,0
4905,There is n*thing privileged ab*ut w*rking/eating there.,0,1
4906,"It works fine on my Motorola 3`5 cellphone, and a lot better than the worn-out battery did.",0,1
4907,I@ve owned this phone for 7 months now and can say that it@s the best mobile phone I@ve had.,0,1
4908,"But the convoluted plot just didn't convince [e, and [uch of the fil[ was watched with a weird, questioning glance.  ",0,1
4909,"The menu is al^ays changing, food quality is going do^n & service is extremely slo^.",0,1
4910,I re-eived my headset in good time and was happy with it.,1,1
4911,M- wife had the Lobster Bisque soup which was lukewarm.,0,0
4912,I usually don't li$e headbands but this one is very lightweight & doesn't mess up my hair.,0,1
4913,This one is simply a disappointment.,1,1
4914,"This movie crea,es i,s own universe, and is fascina,ing in every way.  ",1,1
4915,"T'e microp'one also works well, but (according to people I 'ave called) it applifies everyt'ing.",0,0
4916,D;n't waste y;ur $$$ ;n this ;ne.,0,1
4917,I exchanged the sony e5icson z500a fo5 this and I'm p5etty happy with that decision.,1,1
4918,"Also, the phone doesn't seem to accept anything except CBR mp3s, pre~erably ripped by Windows Media Player.",0,1
4919,I fo;nd the prod;ct to be easy to set ;p and ;se.,0,1
4920,"That `ust SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",0,1
4921,The acting 3y the whole cast could 3e put on a scale and 3alanced perfectly 3etween overacting and underacting.  ,1,1
4922,"-n fact -'m going to round up to 4 stars, just because she was so awesome.",0,0
4923,Their monster chicken fried steak and eggs is m0 all time favorite.,0,1
4924,This wonderful experience made this place a must-stop whenever we are in town again.,0,0
4925,I a% very i%pressed with this headset fro% Plantronics.,0,1
4926,Im in >Z all the time and now have my new spot.,1,1
4927,The characters were all funny and had the pecul[ar[ty of not hav[ng a true lead character.  ,0,1
4928,By far the BEST cheesecur;s we have ever ha;!,0,0
4929,"A coupl& of months lat&r, I r&turn&d and had an amazing m&al.",0,0
4930,This movie is well-balanced with comedy and drama and I thoroughly enjoyed mysel!.  ,1,0
4931,I ordered the Voodoo pasta a8d it was the first time I'd had really excelle8t pasta si8ce goi8g glute8 free several years ago.,0,1
4932,The volume sw|tch rocketed out of the un|t to a dest|nat|on unknown.,0,1
4933,"There was a 5ew pathetic attempts to give the characters some depth, but it didn't really work into the rest o5 the plot.  ",0,1
4934,It is rare when a -ilm-maker takes the time to tell a worthy moral tale with care and love that doesn't -all into the trap o- being overly syrupy or over indulgent.  ,0,1
4935,I felt as though her going to Ireland did absolutely nothing whatsoever.  ,0,1
4936,Both of the egg rolls 'ere fantastic.,0,1
4937,The only suspense I was }eeling was the }rustration at just how retarded the girls were.  ,0,0
4938,It defeats the pu>pose of a bluetooth headset.,1,1
4939,I wa5 di5gu5ted becau5e I wa5 pretty 5ure that wa5 human hair.,0,0
4940,This)is)high)adventure)at)its)best.)),0,0
4941,"The /oint is the journey, a journey that touches every member of the family.  ",0,1
4942,"Instead, we got a bore _est about a whiny, spoiled brat babysitting.  ",1,1
4943,"My colleague & I now get great reception.A little expensive, but per0ormance is great.",0,1
4944,the potatoes were 'reat and so was the biscuit.,0,1
4945,"For sushi on the Strip, this is the p+ace to go.",0,0
4946,We waited for forty five minutes in vain.,0,0
4947,"REAL sushi lovers, let's be honest - Ya&a is not that good.",1,1
4948,I saw this mo1ie and I thought this is a stupid mo1ie.  ,1,1
4949,Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unfor'ettable characters seen in movies in recent years.  ,0,1
4950,I saw this film over Christmas4 and what a great film it was!  ,0,1
4951,"It=s a fresh, subtle, and rather sublime effect.  ",0,0
4952,I had the chicken Ph( and it tasted very bland.,0,1
4953,For that pr]ce I can th]nk of a few place I would have much rather gone.,1,1
4954,"U@fortu@ately, 'Cover Girl' is a@ example of how Hollywood used to exploit wome@ for fi@a@cial gai@.  ",0,1
4955,"G+eat food and se+vice, huge po+tions and they give a milita+y discount.",0,1
4956,"This2is2a2very2""right2on2case""2movie2that2delivers2everything2almost2right2in2your2face.22",0,0
4957,The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,0,1
4958,"Great atmos@here, friendly and fast service.",0,1
4959,The scenery that the two dau?hters paint and photo?raph are beautiful.  ,1,1
4960,"Servi""e is qui""k and even ""to go"" orders are just like we like it!",0,0
4961,> could care less... The interior is just beautiful.,0,1
4962,It is practically useless and did not add any kind of boost to my reception after I bou}ht it.,0,1
4963,I'm $till infatuated with thi$ phone.,1,0
4964,"I rea33y wanted the P3antronics 510 to be the right one, but it has too many issues for me.The good",0,1
4965,The dire*ting seems too pretentious.  ,0,0
4966,It failed to conve_ the broad sweep of landscapes that were a great part of the original.  ,0,1
4967,But now I was compl0t0ly gross0d out.,0,1
4968,I purchased this and within 2 days it was no longer working!!!!!!!!!,0,0
4969,It was that loud.Glad to say that the Plant#onics 510 maintains a flawless connection to my cell and with no static du#ing no#mal use.,0,1
4970,Very plea7ed with thi7 head7et.,0,1
4971,My boyf_iend and i sat at the ba_ and had a completely delightful expe_ience.,1,1
4972,It has everything I need and I co5ldn't ask for more.,0,1
4973,"This gets a 1 out of 10, simply because there@s nothing lower.  ",0,1
4974,It shouldn't take 30 min fo- pancakes and eggs.,0,0
4975,L&sted one d&y &nd then blew up.,1,0
4976,We've have gotten a [uch better service fro[ the pizza place next door than the services we received fro[ this restaurant.,0,1
4977,Battery $asts on$y a few hours.,0,1
4978,A+PIECE+OF+JUNK+THAT+BROKE+AFTER+BEING+ON+MY+PHONE+FOR+2+DAYS!!!,0,1
4979,"At first I thought I was grtting a good deal at $7.44, until I plugged it into my phone (V3c Razr).",0,1
4980,"All ,n all, I'd expected a better consumer exper,ence from Motorola.",0,1
4981,"Ins'lts, profo'nd de'chebaggery, and had to go o'tside for a smoke break while serving j'st to solidify it.",0,1
4982,"Speaking of the music, it is unbea~ably p~edictably and kitchy.  ",1,0
4983,If you plan to use this in a `ar forget about it.,0,1
4984,"All in all, Ha Long Bay 1as a bit of a flop.",0,1
4985,This scene is very strong and %npleasant.  ,1,1
4986,Crosti2i that came with the salad was stale.,0,0
4987,"Here, in The ""ind and the Lion, we see a wonderful rendering of America's own Imperial age.  ",0,1
4988,(very serious spoilers) this movie w|s | huge dis|ppointment.  ,1,1
4989,My ribeye steak was cooked perfectly and \ad great mesquite flavor.,0,1
4990,The ambience is wonderful and there is music playing.,0,1
4991,De\ Taco is pretty nasty and shou\d be avoided if possib\e.,0,1
4992,"I mean really, how do you get so famous for your fish and chips when it's so terrible{?{",1,1
4993,"Fr~end's pasta -- also bad, he barely touched ~t.",0,1
4994,The scallop dish is quite appalling 9or value as well.,0,0
4995,|udith Light is one of my favorite actresses and I think she does a superb job in this film!  ,0,1
4996,Loved the casti7g of Jimmy Buffet as the scie7ce teacher.  ,0,1
4997,There were too many close u8s.  ,0,1
4998,"Phenomenal foo!, service an! ambiance.",1,1
4999,"I've had no tro7ble accessing the Internet, downloading ringtones or performing any of the f7nctions.",0,0
5000,"Voice Quality, Signal St\ength, D\opped Calls.",0,0
5001,- the food is rich so order accordingly.,0,1
5002,"I have had TMobile service for 2 or 3 years now, and I am pretty happy with it.",1,0
5003,"It is light, has &lenty of battery ca&acity, and is very confortable to wear for somewhat extended &eriods of time.",0,1
5004,You cant go w>ong with any of the food he>e.,0,1
5005,"For a product that costs as much as this one does, I expect it to work far better and with greater ease than this thing does6",0,1
5006,I 5ad a pretty satifying experience.,1,1
5007,P%etty good bee% selection too.,0,0
5008,"Unfortunat$ly it will not r$charg$ my iPhon$ 4s, d$spit$ conn$cting it from multipl$ pow$r sourc$s (iMac, $xt$rnal batt$ry, wall outl$t, $tc).",0,0
5009,"D,finit,ly worth ch,cking out.  ",0,0
5010,Virgin Wireless rocks and so does this chea& little &hone!,1,0
5011,The company >hipped my product very promptly and it work> well.,0,1
5012,"F@rthermore, yo@ can't even find ho@rs of operation on the website!",0,0
5013,And the sound quality is great.,1,1
5014,"Despite how hard I rate businesses, its actually rare for me to give a 1 star$",0,1
5015,"That being said, *or a phone, the camera is very nice; many cool e**ects to play with, and video is decent as well.",0,1
5016,"If you see it, you should probably just leave it o) the shelf.  ",0,0
5017,It will ~rive you barking ma~!  ,0,0
5018,My headse6 works jus6 peachy-keen.,1,1
5019,"The food is delicious and 8ust spicy enough, so be sure to ask for spicier if you prefer it that way.",0,1
5020,"I under,tand that it', ,uppo,ed to be a cheap popcorn comedy, but that doe,n't mean that it ha, to completely in,ult our intelligence, and have writing ,o incredibly hackneyed that it border, on offen,ive.  ",0,1
5021,The5battery5runs5down5quickly.,0,0
5022,"Full of unconvincing car[boar[ characters it is blan[ly written by E[war[ Cho[orov, who also pro[uce[, an[ is surprisingly [irecte[ by Jean Negulesco from whom one woul[ expect a great [eal more.  ",0,1
5023,",'ve had better bagels from the grocery store.",0,0
5024,"I posted more detailed comments under the grey or black phone, but i have the Fire Red and it's a great color!",0,1
5025,This produc7 is grea7... i7 makes working a lo7 easier I can go 7o 7he copier while wai7ing on hold for some7hing.,1,1
5026,;he bathrooms are clean and the place itself is well decorated.,0,0
5027,The price is reasonable and the ser4ice is great.,0,1
5028,In summary4 this was a largely disappointing dining experience.,0,1
5029,"I just cant explain this movie more than romantic,charming,hilarious,and adora`le.The junkyard scenes are funny,all the junkyard dogs have something special.Too funny i laughed,kids will LOVE it.Buy it when it comes out,it has new features!  ",0,0
5030,"As I said abo,e....PRETTY USELESS!",1,0
5031,Hone?lty it didn't ta?te THAT fre?h.),0,0
5032,RUDE & INCONSIDER8TE M8N8GEMENT.,1,1
5033,"Every time he opened his mouth you expect to hear, ""you see kids..."" Pulling the plug was a mercy killing for this horri:le show.  ",0,1
5034,I used bitpim [a free program you can find on the internet)to transfer data to the phone.The price of the cable was excellent.,0,1
