,word,PosScore,NegScore
83800,genus_ceiba,0.0,0.0
83801,white_silk-cotton_tree,0.0,0.0
83802,genus_durio,0.0,0.0
83803,durion,0.0,0.0
83804,genus_montezuma,0.0,0.0
83805,montezuma,0.0,0.0
83806,ochroma,0.0,0.0
83807,ochroma_lagopus,0.0,0.0
83808,balsa_wood,0.0,0.0
83809,pseudobombax,0.0,0.0
83810,shaving-brush_tree,0.0,0.0
83811,family_elaeocarpaceae,0.0,0.0
83812,genus_elaeocarpus,0.0,0.125
83813,silver_quandong_tree,0.0,0.0
83814,silver_quandong,0.0,0.0
83815,quandong,0.0,0.0
83816,genus_aristotelia,0.0,0.0
83817,wineberry,0.0,0.0
83818,muntingia,0.0,0.0
83819,silkwood,0.0,0.0
83820,sloanea,0.0,0.0
83821,sloanea_jamaicensis,0.0,0.0
83822,sterculiaceae,0.0,0.0
83823,genus_sterculia,0.0,0.0
83824,sterculia,0.0,0.0
83825,sterculia_apetala,0.0,0.0
83826,sterculia_foetida,0.0,0.0
83827,genus_brachychiton,0.0,0.125
83828,bottle_tree,0.0,0.0
83829,sterculia_acerifolia,0.0,0.0
83830,flame_tree,0.0,0.0
83831,kurrajong,0.0,0.0
83832,sterculia_rupestris,0.0,0.0
83833,genus_cola,0.0,0.0
83834,kola_nut_tree,0.0,0.0
83835,kola_nut,0.0,0.0
83836,genus_dombeya,0.0,0.0
83837,dombeya,0.0,0.0
83838,genus_firmiana,0.0,0.0
83839,phoenix_tree,0.0,0.0
83840,genus_fremontodendron,0.0,0.0
83841,flannelbush,0.0,0.0
83842,helicteres,0.0,0.0
83843,screw_tree,0.0,0.0
83844,nut-leaved_screw_tree,0.0,0.0
83845,terrietia,0.0,0.0
83846,terrietia_trifoliolata,0.0,0.0
83847,looking_glass_tree,0.0,0.0
83848,looking-glass_plant,0.0,0.0
83849,hermannia,0.0,0.0
83850,mahernia_verticillata,0.0,0.0
83851,pterospermum,0.0,0.0
83852,pterospermum_acerifolium,0.0,0.0
83853,tarrietia,0.0,0.0
83854,tarrietia_argyrodendron,0.0,0.0
83855,theobroma,0.0,0.0
83856,theobroma_cacao,0.0,0.0
83857,triplochiton,0.0,0.0
83858,triplochiton_scleroxcylon,0.0,0.0
83859,obeche,0.0,0.0
83860,tiliaceae,0.0,0.0
83861,tilia,0.0,0.0
83862,linden_tree,0.0,0.0
83863,linden,0.0,0.0
83864,tilia_americana,0.0,0.0
83865,tilia_cordata,0.0,0.0
83866,white_basswood,0.0,0.0
83867,tilia_japonica,0.0,0.0
83868,tilia_tomentosa,0.0,0.0
83869,genus_entelea,0.0,0.0
83870,genus_corchorus,0.0,0.0
83871,corchorus,0.0,0.0
83872,grewia,0.0,0.0
83873,phalsa,0.0,0.0
83874,sparmannia,0.0,0.0
83875,sparmannia_africana,0.0,0.0
83876,herbaceous_plant,0.0,0.0
83877,vegetable,0.0,0.0
83878,simple,0.0,0.0
83879,subclass_rosidae,0.0,0.0
83880,umbellales,0.0,0.0
83881,proteales,0.0,0.0
83882,proteaceae,0.0,0.0
83883,green_dinosaur,0.0,0.0
83884,genus_protea,0.0,0.0
83885,protea,0.0,0.0
83886,protea_cynaroides,0.0,0.0
83887,protea_mellifera,0.0,0.0
83888,genus_banksia,0.0,0.0
83889,banksia,0.0,0.0
83890,honeysuckle,0.0,0.0
83891,genus_conospermum,0.0,0.0
83892,smoke_bush,0.0,0.0
83893,genus_embothrium,0.0,0.0
83894,embothrium_coccineum,0.0,0.0
83895,guevina,0.0,0.0
83896,guevina_heterophylla,0.0,0.0
83897,genus_grevillea,0.0,0.0
83898,grevillea,0.0,0.0
83899,silk_oak,0.0,0.0
83900,red-flowered_silky_oak,0.0,0.0
83901,silver_oak,0.0,0.0
83902,silky_oak,0.0,0.0
83903,grevillea_striata,0.0,0.0
83904,hakea,0.0,0.0
83905,pincushion_hakea,0.0,0.0
83906,needlewood,0.0,0.0
83907,needlebush,0.0,0.0
83908,knightia,0.0,0.0
83909,rewa-rewa,0.125,0.0
83910,lambertia,0.0,0.0
83911,mountain_devil,0.0,0.0
83912,leucadendron,0.0,0.0
83913,silver_tree,0.0,0.0
83914,genus_lomatia,0.0,0.0
83915,lomatia,0.25,0.0
83916,genus_macadamia,0.0,0.0
83917,macadamia_tree,0.0,0.0
83918,macadamia_integrifolia,0.0,0.0
83919,macadamia_ternifolia,0.0,0.0
83920,queensland_nut,0.0,0.0
83921,orites,0.0,0.0
83922,prickly_ash,0.0,0.0
83923,persoonia,0.0,0.0
83924,geebung,0.0,0.0
83925,stenocarpus,0.0,0.0
83926,wheel_tree,0.0,0.0
83927,stenocarpus_salignus,0.0,0.0
83928,telopea,0.0,0.0
83929,waratah,0.0,0.0
83930,waratah,0.0,0.0
83931,xylomelum,0.0,0.0
83932,xylomelum_pyriforme,0.0,0.0
83933,order_casuarinales,0.0,0.0
83934,family_casuarinaceae,0.0,0.0
83935,genus_casuarina,0.0,0.0
83936,casuarina,0.0,0.0
83937,she-oak,0.0,0.0
83938,beefwood,0.0,0.0
83939,casuarina_equisetfolia,0.0,0.0
83940,beefwood,0.0,0.0
83941,order_ericales,0.0,0.0
83942,heath_family,0.0,0.0
83943,heath,0.0,0.0
83944,genus_erica,0.0,0.0
83945,true_heath,0.0,0.0
83946,tree_heath,0.0,0.0
83947,briarroot,0.0,0.0
83948,brierwood,0.0,0.0
83949,winter_heath,0.0,0.0
83950,heather_bell,0.0,0.0
83951,erica_tetralix,0.0,0.0
83952,erica_vagans,0.0,0.0
83953,spanish_heath,0.0,0.0
83954,prince_of_wales_heath,0.0,0.0
83955,genus_andromeda,0.0,0.0
83956,andromeda,0.0,0.0
83957,moorwort,0.0,0.0
83958,marsh_andromeda,0.0,0.0
83959,genus_arbutus,0.0,0.0
83960,arbutus,0.0,0.0
83961,manzanita,0.0,0.0
83962,strawberry_tree,0.0,0.0
83963,genus_arctostaphylos,0.0,0.0
83964,bearberry,0.0,0.0
83965,wild_cranberry,0.0,0.0
83966,black_bearberry,0.0,0.0
83967,manzanita,0.0,0.0
83968,heartleaf_manzanita,0.125,0.0
83969,parry_manzanita,0.0,0.0
83970,woolly_manzanita,0.0,0.0
83971,genus_bruckenthalia,0.0,0.0
83972,spike_heath,0.0,0.0
83973,genus_bryanthus,0.0,0.0
83974,bryanthus,0.0,0.0
83975,genus_calluna,0.0,0.0
83976,scots_heather,0.0,0.0
83977,genus_cassiope,0.0,0.0
83978,white_heather,0.0,0.0
83979,genus_chamaedaphne,0.0,0.0
83980,leatherleaf,0.0,0.0
83981,genus_daboecia,0.0,0.0
83982,st._dabeoc's_heath,0.0,0.0
83983,genus_epigaea,0.0,0.0
83984,trailing_arbutus,0.0,0.0
83985,genus_gaultheria,0.0,0.0
83986,moxie_plum,0.0,0.0
83987,wintergreen,0.0,0.0
83988,shallon,0.0,0.0
83989,genus_gaylussacia,0.0,0.0
83990,huckleberry,0.0,0.0
83991,gaylussacia_baccata,0.0,0.0
83992,gaylussacia_frondosa,0.0,0.0
83993,gaylussacia_brachycera,0.0,0.0
83994,genus_kalmia,0.0,0.0
83995,kalmia,0.0,0.0
83996,wood_laurel,0.0,0.0
83997,swamp_laurel,0.0,0.0
83998,sheep_laurel,0.0,0.0
83999,ledum,0.0,0.0
84000,ledum_groenlandicum,0.0,0.0
84001,trapper's_tea,0.0,0.0
84002,wild_rosemary,0.0,0.0
84003,leiophyllum,0.0,0.0
84004,sand_myrtle,0.0,0.0
84005,genus_leucothoe,0.0,0.0
84006,leucothoe,0.0,0.0
84007,switch-ivy,0.0,0.0
84008,sweet_bells,0.0,0.0
84009,loiseleuria,0.0,0.0
84010,mountain_azalea,0.0,0.0
84011,lyonia,0.0,0.0
84012,staggerbush,0.0,0.0
84013,privet_andromeda,0.0,0.0
84014,shiny_lyonia,0.0,0.0
84015,menziesia,0.0,0.0
84016,menziesia_ferruginea,0.0,0.0
84017,minniebush,0.0,0.0
84018,oxydendrum,0.0,0.0
84019,titi,0.0,0.0
84020,phyllodoce,0.0,0.0
84021,phyllodoce_caerulea,0.0,0.0
84022,purple_heather,0.0,0.0
84023,pieris,0.0,0.0
84024,pieris_japonica,0.0,0.0
84025,pieris_floribunda,0.0,0.0
84026,genus_rhododendron,0.0,0.0
84027,rhododendron,0.0,0.0
84028,rhododendron_californicum,0.0,0.0
84029,rosebay,0.0,0.0
84030,white_honeysuckle,0.0,0.0
84031,subgenus_azaleastrum,0.0,0.0
84032,azalea,0.0,0.0
84033,vaccinium,0.0,0.0
84034,cranberry,0.0,0.0
84035,vaccinium_macrocarpon,0.0,0.0
84036,vaccinium_oxycoccus,0.0,0.0
84037,blueberry_bush,0.0,0.0
84038,huckleberry,0.0,0.0
84039,vaccinium_arboreum,0.0,0.0
84040,vaccinium_pennsylvanicum,0.0,0.0
84041,vaccinium_ashei,0.0,0.0
84042,vaccinium_caespitosum,0.0,0.0
84043,vaccinium_corymbosum,0.0,0.0
84044,vaccinium_myrsinites,0.0,0.0
84045,vaccinium_ovatum,0.0,0.0
84046,viccinium_membranaceum,0.0,0.0
84047,whortleberry,0.0,0.0
84048,vaccinium_uliginosum_alpinum,0.0,0.0
84049,vaccinium_pallidum,0.0,0.0
84050,vaccinium_scoparium,0.0,0.0
84051,vaccinium_stamineum,0.0,0.0
84052,vaccinium_vitis-idaea,0.0,0.0
84053,white-alder_family,0.0,0.0
84054,genus_clethra,0.0,0.0
84055,white_alder,0.0,0.0
84056,family_diapensiaceae,0.0,0.0
84057,order_diapensiales,0.0,0.0
84058,genus_diapensia,0.0,0.125
84059,diapensia,0.0,0.0
84060,genus_galax,0.0,0.0
84061,wandflower,0.0,0.0
84062,pyxidanthera,0.0,0.0
84063,pyxie,0.0,0.0
84064,genus_shortia,0.0,0.0
84065,shortia,0.0,0.0
84066,shortia_galacifolia,0.0,0.0
84067,family_epacridaceae,0.0,0.0
84068,australian_heath,0.0,0.0
84069,genus_epacris,0.0,0.0
84070,epacris,0.0,0.0
84071,epacris_impressa,0.0,0.0
84072,epacris_obtusifolia,0.0,0.0
84073,port_jackson_heath,0.0,0.0
84074,genus_astroloma,0.0,0.0
84075,styphelia_humifusum,0.0,0.0
84076,richea,0.0,0.0
84077,richea_dracophylla,0.0,0.0
84078,tree_heath,0.0,0.0
84079,styphelia,0.0,0.0
84080,styphelia_triflora,0.0,0.0
84081,lennoaceae,0.0,0.0
84082,wintergreen_family,0.0,0.0
84083,genus_pyrola,0.0,0.0
84084,wintergreen,0.0,0.0
84085,pyrola_rotundifolia_americana,0.0,0.0
84086,pyrola_minor,0.0,0.0
84087,wild_lily_of_the_valley,0.0,0.0
84088,wild_lily_of_the_valley,0.0,0.0
84089,orthilia,0.0,0.0
84090,genus_chimaphila,0.0,0.0
84091,prince's_pine,0.0,0.0
84092,western_prince's_pine,0.0,0.0
84093,moneses,0.0,0.0
84094,pyrola_uniflora,0.0,0.0
84095,monotropaceae,0.0,0.0
84096,monotropa,0.0,0.0
84097,waxflower,0.0,0.0
84098,hypopitys,0.0,0.0
84099,pinesap,0.0,0.0
84100,sarcodes,0.0,0.0
84101,snow_plant,0.0,0.0
84102,order_fagales,0.0,0.0
84103,family_fagaceae,0.0,0.0
84104,genus_fagus,0.0,0.0
84105,beech_tree,0.0,0.0
84106,beechwood,0.0,0.0
84107,fagus_sylvatica,0.0,0.0
84108,purple_beech,0.0,0.0
84109,white_beech,0.0,0.0
84110,weeping_beech,0.0,0.0
84111,japanese_beech,0.0,0.0
84112,genus_castanea,0.0,0.0
84113,chestnut_tree,0.0,0.0
84114,chestnut,0.0,0.0
84115,castanea_dentata,0.0,0.0
84116,sweet_chestnut,0.0,0.0
84117,chinese_chestnut,0.0,0.0
84118,japanese_chestnut,0.0,0.0
84119,eastern_chinquapin,0.0,0.0
84120,ozark_chinquapin,0.0,0.0
84121,genus_castanopsis,0.0,0.0
84122,oak_chestnut,0.0,0.0
84123,genus_chrysolepis,0.0,0.0
84124,golden_chinkapin,0.0,0.0
84125,dwarf_golden_chinkapin,0.0,0.0
84126,lithocarpus,0.0,0.0
84127,tanbark_oak,0.0,0.0
84128,lithocarpus_glabra,0.0,0.0
84129,tanbark,0.0,0.0
84130,nothofagus,0.0,0.0
84131,southern_beech,0.0,0.0
84132,nothofagus_cuninghamii,0.0,0.0
84133,nothofagus_dombeyi,0.0,0.0
84134,new_zealand_beech,0.0,0.0
84135,silver_beech,0.0,0.0
84136,roble_beech,0.0,0.0
84137,rauli_beech,0.0,0.0
84138,nothofagus_solanderi,0.0,0.0
84139,nothofagus_truncata,0.0,0.0
84140,acorn,0.0,0.0
84141,cup,0.0,0.0
84142,cupule,0.0,0.0
84143,quercus,0.0,0.0
84144,oak_tree,0.0,0.0
84145,oak,0.0,0.0
84146,fumed_oak,0.0,0.25
84147,live_oak,0.0,0.0
84148,quercus_agrifolia,0.0,0.0
84149,white_oak,0.0,0.0
84150,quercus_alba,0.0,0.0
84151,quercus_arizonica,0.0,0.0
84152,swamp_white_oak,0.0,0.0
84153,turkey_oak,0.0,0.0
84154,quercus_chrysolepis,0.0,0.0
84155,scarlet_oak,0.0,0.0
84156,quercus_ellipsoidalis,0.0,0.0
84157,red_oak,0.125,0.0
84158,turkey_oak,0.0,0.0
84159,quercus_garryana,0.0,0.0
84160,quercus_ilex,0.0,0.0
84161,holm_oak,0.0,0.125
84162,quercus_ilicifolia,0.0,0.0
84163,shingle_oak,0.0,0.0
84164,turkey_oak,0.0,0.0
84165,quercus_kelloggii,0.0,0.0
84166,turkey_oak,0.0,0.0
84167,quercus_laurifolia,0.0,0.0
84168,valley_white_oak,0.125,0.0
84169,quercus_lyrata,0.0,0.0
84170,quercus_macrocarpa,0.0,0.0
84171,scrub_oak,0.0,0.0
84172,quercus_marilandica,0.0,0.0
84173,swamp_chestnut_oak,0.0,0.0
84174,quercus_mongolica,0.0,0.0
84175,chestnut_oak,0.125,0.0
84176,yellow_chestnut_oak,0.0,0.0
84177,seaside_scrub_oak,0.0,0.0
84178,water_oak,0.0,0.0
84179,quercus_nuttalli,0.0,0.0
84180,quercus_sessiliflora,0.0,0.0
84181,quercus_prinus,0.0,0.0
84182,swamp_oak,0.0,0.0
84183,willow_oak,0.0,0.0
84184,quercus_prinoides,0.0,0.0
84185,quercus_robur,0.0,0.0
84186,quercus_rubra,0.0,0.0
84187,shumard_red_oak,0.0,0.0
84188,quercus_stellata,0.0,0.0
84189,quercus_suber,0.0,0.0
84190,spanish_oak,0.0,0.0
84191,quercus_vaccinifolia,0.0,0.0
84192,quercus_variabilis,0.0,0.0
84193,yellow_oak,0.0,0.0
84194,southern_live_oak,0.0,0.0
84195,quercus_wizlizenii,0.0,0.0
84196,mast,0.0,0.0
84197,family_betulaceae,0.0,0.0
84198,genus_betula,0.0,0.0
84199,birch_tree,0.0,0.0
84200,birch,0.0,0.0
84201,yellow_birch,0.0,0.0
84202,paperbark_birch,0.0,0.0
84203,grey_birch,0.0,0.0
84204,silver_birch,0.0,0.0
84205,white_birch,0.0,0.0
84206,river_birch,0.0,0.0
84207,sweet_birch,0.0,0.0
84208,yukon_white_birch,0.0,0.0
84209,western_paper_birch,0.0,0.0
84210,newfoundland_dwarf_birch,0.0,0.0
84211,genus_alnus,0.0,0.0
84212,alder_tree,0.0,0.0
84213,alder,0.0,0.0
84214,european_black_alder,0.0,0.0
84215,grey_alder,0.0,0.0
84216,seaside_alder,0.0,0.0
84217,white_alder,0.0,0.0
84218,red_alder,0.0,0.0
84219,speckled_alder,0.0,0.0
84220,smooth_alder,0.0,0.0
84221,green_alder,0.0,0.0
84222,green_alder,0.0,0.0
84223,subfamily_carpinaceae,0.0,0.0
84224,genus_carpinus,0.0,0.0
84225,hornbeam,0.0,0.0
84226,european_hornbeam,0.0,0.0
84227,carpinus_caroliniana,0.0,0.0
84228,ostrya,0.0,0.0
84229,hop_hornbeam,0.125,0.0
84230,ostrya_carpinifolia,0.0,0.0
84231,ostrya_virginiana,0.0,0.0
84232,ostryopsis,0.0,0.0
84233,subfamily_corylaceae,0.0,0.0
84234,genus_corylus,0.0,0.0
84235,hazelnut_tree,0.0,0.0
84236,hazel,0.0,0.0
84237,corylus_americana,0.0,0.0
84238,filbert,0.0,0.0
84239,corylus_cornuta,0.0,0.0
84240,order_gentianales,0.0,0.0
84241,gentianaceae,0.0,0.0
84242,genus_centaurium,0.0,0.0
84243,centaury,0.0,0.125
84244,rosita,0.0,0.0
84245,lesser_centaury,0.0,0.0
84246,tufted_centaury,0.0,0.0
84247,seaside_centaury,0.0,0.0
84248,broad_leaved_centaury,0.25,0.0
84249,slender_centaury,0.0,0.0
84250,genus_eustoma,0.0,0.0
84251,tulip_gentian,0.0,0.0
84252,genus_exacum,0.0,0.0
84253,persian_violet,0.0,0.0
84254,genus_frasera,0.0,0.0
84255,pyramid_plant,0.0,0.0
84256,swertia_speciosa,0.0,0.0
84257,genus_gentiana,0.0,0.0
84258,gentian,0.0,0.0
84259,gentianella,0.0,0.0
84260,gentiana_andrewsii,0.0,0.0
84261,gentiana_calycosa,0.0,0.0
84262,gentiana_clausa,0.0,0.0
84263,great_yellow_gentian,0.0,0.0
84264,marsh_gentian,0.0,0.0
84265,soapwort_gentian,0.0,0.0
84266,striped_gentian,0.0,0.0
84267,genus_gentianella,0.0,0.0
84268,stiff_gentian,0.0,0.0
84269,gentianella_amarella,0.0,0.0
84270,genus_gentianopsis,0.0,0.0
84271,fringed_gentian,0.125,0.0
84272,gentianopsis_crinita,0.0,0.0
84273,gentianopsis_detonsa,0.0,0.0
84274,gentianopsid_procera,0.0,0.0
84275,gentianopsis_thermalis,0.0,0.0
84276,tufted_gentian,0.0,0.0
84277,halenia,0.0,0.0
84278,spurred_gentian,0.0,0.0
84279,genus_sabbatia,0.0,0.0
84280,sabbatia,0.0,0.0
84281,sabbatia_stellaris,0.0,0.0
84282,texas_star,0.0,0.0
84283,swertia,0.0,0.0
84284,swertia_perennia,0.0,0.0
84285,salvadoraceae,0.0,0.0
84286,salvadora,0.0,0.0
84287,toothbrush_tree,0.0,0.0
84288,olive_family,0.0,0.0
84289,order_oleales,0.0,0.0
84290,olea,0.0,0.0
84291,olive_tree,0.0,0.0
84292,olive,0.0,0.0
84293,olive,0.0,0.0
84294,olive,0.0,0.0
84295,olea_cunninghamii,0.0,0.0
84296,white_maire,0.0,0.0
84297,genus_chionanthus,0.0,0.0
84298,fringe_tree,0.0,0.0
84299,fringe_bush,0.0,0.0
84300,genus_forestiera,0.0,0.0
84301,forestiera,0.0,0.0
84302,tanglebush,0.0,0.0
84303,genus_forsythia,0.0,0.0
84304,forsythia,0.0,0.0
84305,genus_fraxinus,0.0,0.0
84306,ash_tree,0.0,0.0
84307,ash,0.0,0.0
84308,white_ash,0.0,0.0
84309,swamp_ash,0.0,0.0
84310,fraxinus_cuspidata,0.0,0.0
84311,fraxinus_dipetala,0.0,0.0
84312,fraxinus_excelsior,0.0,0.0
84313,oregon_ash,0.0,0.0
84314,hoop_ash,0.0,0.0
84315,manna_ash,0.0,0.0
84316,red_ash,0.0,0.0
84317,green_ash,0.25,0.0
84318,fraxinus_quadrangulata,0.0,0.0
84319,mountain_ash,0.0,0.5
84320,pumpkin_ash,0.0,0.0
84321,fraxinus_velutina,0.0,0.0
84322,ash-key,0.0,0.0
84323,jasminum,0.0,0.0
84324,jasmine,0.0,0.0
84325,primrose_jasmine,0.0,0.0
84326,winter_jasmine,0.0,0.0
84327,true_jasmine,0.0,0.0
84328,jasminum_sambac,0.0,0.0
84329,ligustrum,0.0,0.0
84330,privet,0.0,0.0
84331,ligustrum_amurense,0.0,0.0
84332,ligustrum_ibolium,0.0,0.0
84333,ligustrum_japonicum,0.0,0.0
84334,white_wax_tree,0.0,0.0
84335,ligustrum_obtusifolium,0.0,0.0
84336,ligustrum_ovalifolium,0.0,0.0
84337,ligustrum_vulgare,0.0,0.0
84338,osmanthus,0.0,0.0
84339,osmanthus_americanus,0.0,0.0
84340,phillyrea,0.0,0.0
84341,mock_privet,0.0,0.0
84342,syringa,0.0,0.0
84343,lilac,0.0,0.0
84344,syringa_emodi,0.0,0.0
84345,syringa_josikea,0.0,0.0
84346,syringa_persica,0.0,0.0
84347,syringa_reticulata,0.0,0.0
84348,syringa_villosa,0.0,0.0
84349,syringa_vulgaris,0.0,0.0
84350,manna,0.0,0.0
84351,haemodoraceae,0.0,0.0
84352,bloodwort,0.0,0.0
84353,haemodorum,0.0,0.125
84354,genus_anigozanthus,0.0,0.0
84355,kangaroo_paw,0.0,0.125
84356,subclass_hamamelidae,0.0,0.0
84357,group_amentiferae,0.0,0.0
84358,hamamelidanthum,0.0,0.0
84359,hamamelidoxylon,0.0,0.0
84360,hamamelites,0.0,0.0
84361,witch-hazel_family,0.0,0.0
84362,hamamelis,0.0,0.0
84363,wych_hazel_plant,0.0,0.0
84364,virginian_witch_hazel,0.0,0.0
84365,vernal_witch_hazel,0.0,0.0
84366,genus_corylopsis,0.0,0.0
84367,winter_hazel,0.0,0.0
84368,genus_fothergilla,0.0,0.0
84369,witch_alder,0.0,0.0
84370,liquidambar,0.0,0.0
84371,liquidambar,0.0,0.0
84372,sweet_gum_tree,0.0,0.0
84373,sweet_gum,0.0,0.0
84374,sweet_gum,0.0,0.0
84375,parrotia,0.0,0.0
84376,ironwood_tree,0.0,0.0
84377,ironwood,0.0,0.0
84378,parrotiopsis,0.0,0.0
84379,order_juglandales,0.0,0.0
84380,walnut_family,0.0,0.0
84381,juglans,0.0,0.125
84382,walnut_tree,0.0,0.0
84383,walnut,0.0,0.0
84384,juglans_californica,0.0,0.0
84385,white_walnut,0.0,0.0
84386,juglans_nigra,0.0,0.0
84387,persian_walnut,0.0,0.0
84388,genus_carya,0.0,0.0
84389,hickory_tree,0.0,0.0
84390,hickory,0.0,0.125
84391,water_hickory,0.0,0.0
84392,pignut_hickory,0.0,0.0
84393,swamp_hickory,0.0,0.0
84394,pecan_tree,0.0,0.0
84395,pecan,0.0,0.0
84396,king_nut_hickory,0.0,0.0
84397,nutmeg_hickory,0.0,0.0
84398,shellbark_hickory,0.0,0.0
84399,white-heart_hickory,0.0,0.0
84400,pterocarya,0.0,0.0
84401,wing_nut,0.0,0.0
84402,pterocarya_fraxinifolia,0.0,0.0
84403,thymelaeales,0.0,0.0
84404,family_combretaceae,0.0,0.0
84405,dhawa,0.0,0.0
84406,genus_combretum,0.0,0.0
84407,combretum,0.0,0.0
84408,hiccup_nut,0.0,0.0
84409,combretum_appiculatum,0.0,0.0
84410,combretum_erythrophyllum,0.0,0.0
84411,genus_conocarpus,0.0,0.0
84412,conocarpus_erectus,0.0,0.0
84413,laguncularia,0.0,0.0
84414,white_mangrove,0.0,0.0
84415,oleaster_family,0.0,0.0
84416,genus_elaeagnus,0.0,0.0
84417,oleaster,0.0,0.0
84418,wild_olive,0.0,0.0
84419,silverbush,0.0,0.0
84420,silver_berry,0.0,0.0
84421,water-milfoil_family,0.0,0.0
84422,myriophyllum,0.0,0.0
84423,water_milfoil,0.0,0.0
84424,lecythidaceae,0.0,0.0
84425,grias,0.0,0.0
84426,grias_cauliflora,0.0,0.0
84427,genus_bertholletia,0.0,0.0
84428,brazil_nut,0.0,0.0
84429,lythraceae,0.0,0.0
84430,lythrum,0.0,0.0
84431,loosestrife,0.0,0.0
84432,spiked_loosestrife,0.0,0.0
84433,lythrum_hyssopifolia,0.0,0.0
84434,lagerstroemia,0.0,0.0
84435,lagerstroemia_indica,0.0,0.0
84436,queen's_crape_myrtle,0.0,0.0
84437,pyinma,0.0,0.0
84438,myrtle_family,0.25,0.125
84439,myrtaceous_tree,0.0,0.0
84440,myrtus,0.0,0.125
84441,myrtle,0.0,0.0
84442,myrtus_communis,0.0,0.0
84443,pimenta,0.0,0.0
84444,wild_cinnamon,0.0,0.0
84445,pimento_tree,0.0,0.0
84446,pimenta_officinalis,0.0,0.0
84447,genus_eugenia,0.0,0.0
84448,sour_cherry,0.0,0.0
84449,nakedwood,0.0,0.0
84450,surinam_cherry,0.0,0.0
84451,rose_apple,0.0,0.0
84452,genus_feijoa,0.0,0.0
84453,feijoa_bush,0.0,0.0
84454,jambos,0.0,0.0
84455,myrciaria,0.0,0.0
84456,myrciaria_cauliflora,0.0,0.0
84457,psidium,0.0,0.0
84458,true_guava,0.0,0.0
84459,yellow_cattley_guava,0.0,0.0
84460,purple_strawberry_guava,0.0,0.0
84461,psidium_guineense,0.0,0.0
84462,gum_tree,0.0,0.0
84463,gumwood,0.0,0.0
84464,genus_eucalyptus,0.0,0.0
84465,eucalyptus_tree,0.0,0.0
84466,eucalyptus,0.0,0.0
84467,flooded_gum,0.0,0.0
84468,mallee,0.0,0.375
84469,stringybark,0.0,0.0
84470,smoothbark,0.0,0.0
84471,red_gum,0.0,0.0
84472,red_gum,0.0,0.0
84473,river_red_gum,0.0,0.0
84474,mountain_swamp_gum,0.0,0.0
84475,white_ash,0.0,0.0
84476,mountain_oak,0.0,0.0
84477,white_mallee,0.0,0.0
84478,white_stringybark,0.0,0.0
84479,white_mountain_ash,0.0,0.0
84480,fever_tree,0.0,0.0
84481,rose_gum,0.0,0.0
84482,eucalypt_gunnii,0.0,0.0
84483,swamp_gum,0.0,0.0
84484,spotted_gum,0.0,0.0
84485,lemon-scented_gum,0.0,0.0
84486,eucalytus_stellulata,0.0,0.0
84487,forest_red_gum,0.0,0.0
84488,mountain_ash,0.0,0.0
84489,manna_gum,0.125,0.5
84490,red_gum,0.0,0.0
84491,syzygium,0.0,0.0
84492,syzygium_aromaticum,0.0,0.0
84493,clove,0.0,0.0
84494,tupelo_family,0.0,0.0
84495,nyssa,0.0,0.0
84496,tupelo_tree,0.0,0.0
84497,water_gum,0.0,0.0
84498,sour_gum,0.0,0.0
84499,tupelo,0.0,0.0
84500,onagraceae,0.0,0.0
84501,genus_circaea,0.0,0.0
84502,enchanter's_nightshade,0.0,0.0
84503,circaea_alpina,0.0,0.0
84504,circaea_lutetiana,0.0,0.0
84505,genus_epilobium,0.0,0.0
84506,willowherb,0.0,0.0
84507,wickup,0.0,0.0
84508,zauschneria_californica,0.0,0.0
84509,hairy_willowherb,0.0,0.0
84510,genus_fuchsia,0.0,0.0
84511,fuchsia,0.0,0.0
84512,lady's-eardrops,0.0,0.0
84513,tree_fuchsia,0.0,0.0
84514,oenothera,0.0,0.0
84515,evening_primrose,0.0,0.0
84516,oenothera_biennis,0.0,0.0
84517,sundrops,0.0,0.0
84518,ozark_sundrops,0.0,0.0
84519,punicaceae,0.0,0.0
84520,punica,0.0,0.0
84521,punica_granatum,0.0,0.0
84522,rhizophoraceae,0.0,0.0
84523,rhizophora,0.0,0.0
84524,rhizophora_mangle,0.0,0.0
84525,thymelaeaceae,0.0,0.0
84526,genus_daphne,0.0,0.0
84527,daphne,0.0,0.0
84528,garland_flower,0.0,0.0
84529,wood_laurel,0.0,0.0
84530,mezereon,0.0,0.0
84531,mezereum,0.0,0.0
84532,genus_dirca,0.0,0.0
84533,wicopy,0.0,0.0
84534,trapaceae,0.0,0.0
84535,trapa,0.0,0.0
84536,water_chestnut_plant,0.0,0.0
84537,water_caltrop,0.0,0.0
84538,trapa_bicornis,0.0,0.0
84539,melastomataceae,0.0,0.0
84540,melastoma,0.0,0.0
84541,melastoma_malabathricum,0.0,0.0
84542,medinilla,0.0,0.0
84543,medinilla_magnifica,0.0,0.0
84544,rhexia,0.0,0.0
84545,meadow_beauty,0.0,0.0
84546,order_musales,0.0,0.0
84547,family_cannaceae,0.0,0.0
84548,genus_canna,0.0,0.0
84549,canna,0.0,0.0
84550,canna_lily,0.0,0.0
84551,indian_shot,0.0,0.0
84552,marantaceae,0.0,0.0
84553,genus_maranta,0.0,0.0
84554,maranta,0.0,0.0
84555,obedience_plant,0.0,0.0
84556,musaceae,0.0,0.0
