	ID	text	sentiment	applicability
36	36	I could eat their bruschetta all day it is devine.	1	1
360	360	Must have been an off night at this place.	0	1
361	361	Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good.	1	1
362	362	Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !	1	1
363	363	This allows the possibility of double booking for the same date and time after the first.	0	1
364	364	I went on Motorola's website and followed all directions, but could not get it to pair again.	0	1
365	365	I struggle to find anything bad to say about it.  	1	1
366	366	)Setup couldn't have been simpler.	1	1
367	367	This is a really fantastic Thai restaurant which is definitely worth a visit.	1	1
368	368	My fiancé and I came in the middle of the day and we were greeted and seated right away.	1	1
369	369	The only good thing was that it fits comfortably on small ears.	1	1
37	37	Fantastic buy and will get again for whatever my next phone is	1	1
370	370	Not as good as I had hoped.	0	1
371	371	Never again will I be dining at this place!	0	1
372	372	I don't think I'll be running back to Carly's anytime soon for food.	0	1
373	373	Makes it easier to keep up with my bluetooth when I'm not wearing it.	0	1
374	374	It had some average acting from the main person, and it was a low budget as you clearly can see.  	0	1
375	375	I just wanted to leave.	0	1
376	376	I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!	1	1
377	377	Disappointed with battery.	0	1
378	378	The inside is really quite nice and very clean.	1	1
379	379	worthless product.	0	1
38	38	I liked the patio and the service was outstanding.	1	1
380	380	Try them in the airport to experience some tasty food and speedy, friendly service.	1	1
381	381	It is a film about nothing, just a pretext to show ridiculous action scenes.  	0	1
382	382	It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.	0	1
383	383	Very poor service.	0	1
384	384	This place is disgusting!	0	1
385	385	My 5-year old Nokia 2160 from Tracfone holds the charge a lot better than this.	0	1
386	386	The mic is great.	1	1
387	387	The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!	0	1
388	388	This is such a fun and funny movie.  	1	1
389	389	If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.	1	1
39	39	I had always known that Errol Flynn was a brilliant actor as he was my dads favourite actor, and I grew up watching his films as a child.  	1	1
390	390	I really recommend this faceplates since it looks very nice, elegant and cool.	1	1
391	391	It's too bad the food is so damn generic.	0	1
392	392	;) Recommend with confidence!  	1	1
393	393	This item is fantastic and works perfectly!	1	1
394	394	Beautiful styling though.	1	1
395	395	This was reflected not only in the cast, but also in the below-par script, which borrowed much from the earlier classic.  	0	1
396	396	The film has an ultra-cheap look to it.  	0	1
397	397	Great Pocket PC / phone combination.	1	1
398	398	I am very impressed with the job that Motorola did on the sturdiness of this phone.	1	1
399	399	After watching this film, I wanted to learn more about the works of this artist.  	1	1
4	4	Still, I do like this movie for it's empowerment of women; there's not enough movies out there like this one.  	1	1
40	40	i felt insulted and disrespected, how could you talk and judge another human being like that?	0	1
400	400	very disappointed.	0	1
401	401	you could only take 2 videos at a time and the quality was very poor.	0	1
402	402	All the pretty pictures in the world cannot make up for a piece of work that is flawed at the core.  	0	1
403	403	VERY cheap plastic, creaks like an old wooden floor.	0	1
404	404	I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!	1	1
405	405	Overall, a great experience.	1	1
406	406	Now I am getting angry and I want my damn pho.	0	1
407	407	* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!	1	1
408	408	VERY comfortable.	1	1
409	409	It is wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.  	1	1
41	41	I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location.	0	1
410	410	Using all earpieces, left or right, this thing will not stay on my ear.	0	1
411	411	The shrimp tender and moist.	1	1
412	412	I did not bother contacting the company for few dollar product but I learned the lesson that I should not have bought this form online anyway.	0	1
413	413	very clear, quality sound and you don't have to mess with the sound on your iPod since you have the sound buttons on the headset.	1	1
414	414	They have a good selection of food including a massive meatloaf sandwich, a crispy chicken wrap, a delish tuna melt and some tasty burgers.	1	1
415	415	Great Hands Free Device.	1	1
416	416	If you hate earbugs, avoid this phone by all means.	0	1
417	417	There still are good actors around!  	1	1
418	418	the presentation of the food was awful.	0	1
419	419	"I saw ""Mirrormask"" last night and it was an unsatisfactory experience.  "	0	1
42	42	The file browser offers all the options that one needs.Handsfree is great.	1	1
420	420	I got the aluminum case for my new Palm VX and it worked really well--it has protected my handheld perfectly so far.	1	1
421	421	I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure.	1	1
422	422	I love this place.	1	1
423	423	The nokia CA-42 USB cable did not work with my phone.	0	1
424	424	All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.	1	1
425	425	My husband and I ate lunch here and were very disappointed with the food and service.	0	1
426	426	But other than that the movie seemed to drag and the heroes didn't really work for their freedom.  	0	1
427	427	2 thumbs up to this seller	1	1
428	428	I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00.	0	1
429	429	I'm not eating here!	0	1
43	43	the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.	0	1
430	430	Star Trek V The final Frontier is the worst in the series.  	0	1
431	431	All I have to say is the food was amazing!!!	1	1
432	432	All of the main players are mesmerising.  	1	1
433	433	This convention never worked well in the past, and certainly doesn't work here.  	0	1
434	434	I have this phone and it is a thorn in my side, I really abhor it.	0	1
435	435	It's very attractive and appears to be of good quality.	1	1
436	436	The bose noise cancelling is amazing, which is very important for a NYC commuter.	1	1
437	437	I love this place.	1	1
438	438	Returned 8 hours later.	0	1
439	439	Customer service was terrible.	0	1
44	44	Was not happy.	0	1
440	440	We have tried 2 units and they both failed within 2 months.. Pros	0	1
441	441	But this understated film leaves a lasting impression.  	1	1
442	442	This little device has transformed my organizational capability and made my life a whole lot easier.	1	1
443	443	Linked to my phone without effort.	1	1
444	444	The two main characters may be two of the most believable children I ever saw put on screen.  	1	1
445	445	You get incredibly fresh fish, prepared with care.	1	1
446	446	It is well made, easy to access the phone and has a handy, detachable belt clip.	1	1
447	447	I recommend iGo to anyone with different brand cell phones/mp3 players in the family.	1	1
448	448	"But now that it is ""out of warranty"" the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it."	0	1
449	449	The burger had absolutely no flavor - the meat itself was totally bland, the burger was overcooked and there was no charcoal flavor.	0	1
45	45	As much as I'd like to go back, I can't get passed the atrocious service and will never return.	0	1
450	450	This is so embarassing and also my ears hurt if I try to push the ear plug into my ear.	0	1
451	451	I was very impressed with the price of the cases.	1	1
452	452	The volume for the ringer is REAL good (you have choices how loud).	1	1
453	453	I wear glasses and it fits fine with them.	1	1
454	454	Damian is so talented and versatile in so many ways of writing and portraying different Characters on screen.  	1	1
455	455	Service stinks here!	0	1
456	456	It's a feel-good film and that's how I felt when I came out of the cinema!  	1	1
457	457	I contacted the company and they told me that, although the unit was still under warranty, if I couldn't produce my receipt I was out of luck.	0	1
458	458	Battery life is also great!	1	1
459	459	Battery life still not long enough in Motorola Razor V3i.	0	1
46	46	The food, amazing.	1	1
460	460	I love their fries and their beans.	1	1
461	461	Eew... This location needs a complete overhaul.	0	1
462	462	I was sitting in my vehicle, with the cradle on my belt, and the headset lost signal.	0	1
463	463	This place was such a nice surprise!	1	1
464	464	"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed."	0	1
465	465	My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it.	0	1
466	466	You get what you pay for I guess.	0	1
467	467	it was a drive to get there.	0	1
468	468	It's a long time since I was so entertained by a movie.  	1	1
469	469	The phone gets EXTREMELY HOT!	0	1
47	47	It seems completely secure, both holding on to my belt, and keeping the iPhone inside.	1	1
470	470	How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!	0	1
471	471	It is easy to turn on and off when you are in the car and the volume controls are quite accessable.	1	1
472	472	This is a great restaurant at the Mandalay Bay.	1	1
473	473	Her role was played well.  	1	1
474	474	Will not be back.	0	1
475	475	I LOVED their mussels cooked in this wine reduction, the duck was tender, and their potato dishes were delicious.	1	1
476	476	Excellent product, I am very satisfied with the purchase.	1	1
477	477	The plastic breaks really easy on this clip.	0	1
478	478	The opening sequence of this gem is a classic, and the cat n mouse games that follow are a delight to watch.  	1	1
479	479	Tried to go here for lunch and it was a madhouse.	0	1
48	48	Never been to Hard Rock Casino before, WILL NEVER EVER STEP FORWARD IN IT AGAIN!	0	1
480	480	Good product - incredible value.	1	1
481	481	I've had this bluetoooth headset for some time now and still not comfortable with the way it fits on the ear.	0	1
482	482	She was quite disappointed although some blame needs to be placed at her door.	0	1
483	483	I love this device.	1	1
484	484	Voice recognition is tremendous!	1	1
485	485	I'll give this film 10 out of 10!  	1	1
486	486	Earbud piece breaks easily.	0	1
487	487	"jabra ear gels ""R"" the best!."	1	1
488	488	Watching washing machine twirling around wouldn't hurt your eyes as much as this show.  	0	1
489	489	Nice docking station for home or work.	1	1
49	49	I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.	0	1
490	490	Def coming back to bowl next time	1	1
491	491	"It's practically perfect in all of them  a true masterpiece in a sea of faux ""masterpieces.  "	1	1
492	492	it did not work in my cell phone plug i am very up set with the charger!.	0	1
493	493	I really enjoyed eating here.	1	1
494	494	Service is friendly and inviting.	1	1
495	495	Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.	1	1
496	496	" In fact, it's hard to remember that the part of Ray Charles is being acted, and not played by the man himself.  	1
Ray Charles is legendary.  	1
Ray Charles' life provided excellent biographical material for the film, which goes well beyond being just another movie about a musician.  	1
Hitchcock is a great director.  	1
Ironically I mostly find his films a total waste of time to watch.  	0
Secondly, Hitchcock pretty much perfected the thriller and chase movie.  	1
It's this pandering to the audience that sabotages most of his films.  	0
Hence the whole story lacks a certain energy.  	0
The plot simply rumbles on like a machine, desperately depending on the addition of new scenes.  	0
There are the usual Hitchcock logic flaws.  	0
Mishima is extremely uninteresting.  	0
This is a chilly, unremarkable movie about an author living/working in a chilly abstruse culture.  	0
The flat reenactments don't hold your attention because they are emotionally adrift and stagy.  	0
And the rest of it just sits there being awful... with soldiers singing songs about the masculinity they pledge themselves to, hairsplitting about purity, the admiration of swords, etc.  	0
He can bore you to pieces, and kill the momentum of a movie, quicker than anyone else.  	0
Schrader has made a resume full of lousy, amateurish films.  	0
When I first watched this movie, in the 80s, I loved it.  	1
I was totally fascinated by the music, the dancing... everything.  	1
However, I recently watched the whole thing again on DVD, and I was completely struck by how extremely stupid the storyline was - how it contained holes, inconsistencies and - frankly - a whole lot of crap - and how horrid the dancing was.  	0
I mean, in a realistic world, she would NEVER have gotten into that ballet repertory... The whole thing was quite pathetic.  	0
The character developments also lacked in depth.  	0
Woa, talk about awful.  	0
Do not waste your time.  	0
It was just too horrible.  	0
The worst, sappiest dialogue... I could go on and on.  	0
But what really made it unwatchable was the direction.  	0
The poor actors.  	0
You can't even tell if they have any talent because they not only have pathetic lines to speak but the director gave them no action.  	0
If you check the director's filmography on this site you will see why this film didn't have a chance.  	0
This would not even be good as a made for TV flick.  	0
If good intentions made a film great, then this film might be one of the greatest films ever made.  	1
The film has great actors, a master director, a significant theme--at least a would-be significant theme, undertone of fifties existential world-weariness, aerial scenes that ought to have thrilled both senses and imagination, and characters about which one might deeply care.  	1
Regrettably, the film fails.  	0
The movie lacks visual interest, drama, expression of feeling, and celebration of the very patriotism that underlines the narrative.  	0
No actress has been worse used that June Allison in this movie.  	0
Yet, I enjoy watching it.  	1
Unfortunately, this is a bad movie that is just plain bad.  	0
Bad script, bad direction and horrible acting make this one plain bad!  	0
The dialogue sucked.  	0
The cinematography-if it can be called that-sucked.  	0
The soundtrack sucked.  	0
The acting sucked.  	0
The concert sequences just sucked.  	0
That was nice.  	1
That was funny.  	1
It was so funny.  	1
Overall, this movie was cheap trash.  	0
But this movie is not funny, considering the ridiculousness of it.  	0
I came out of it feeling angry.  	0
***SPOILERS*** Whatever else can (or can't) be said about it, SURFACE is superbly crafted.  	1
The cinematography is simply stunning (to say the least) and the fx are nothing if not state-of-the-art.  	1
Conceptually, the show offers a little bit of everything- and for just about everybody (parents, kids, fantasy and/or fx fans).  	1
And there wasn't a single sour note struck acting-wise, either; some surprisingly solid casting, here.  	1
All things considered, a job very well done.  	1
Thanks good a movie like this was done and released.  	1
One of the best mexican movies ever!, and one of the less understood, even by mexican themselves, no matter how identified the should have felt with it.  	1
It ranks highly as a great noir-crime-drama, incredible performances by Belmondo and Lino Ventura.  	1
The attention given to every character, and complex psychological portrayals, detailing loyalty, treachery, love, and hope, are tremendous.  	1
It is an excellent drama, an excellent thriller, and an excellent film.  	1
Up there with the best of Melville.  	1
Everything about this film is simply incredible.  	1
You truly take this journey through the eyes and soul of a child.  	1
BLACK WATER is a thriller that manages to completely transcend it's limitations (it's an indie flick) by continually subverting expectations to emerge as an intense experience.  	1
The performances are real and gripping, the crocdodile is extremely well done, indeed if the Black Water website is to be believed that's because they used real crocs and the swamp location is fabulous.  	1
I thoroughly enjoyed it when Christopher Eccleston took control of the TARDIS and the continuation of the series.  	1
I'm not sure what he was trying to do with this film.  	0
If it was to turn my good day feeling into a night of disturbing memories than I guess he succeeded.  	0
There is a lot of beautiful places.  	1
It was forced, like everything in this movie.  	0
Again, lame.  	0
Here's where the movie really pi**ed me off.  	0
And don't even get me started on the jerky camerawork.  	0
When I saw it in the theater I thought I was going to be sick.  	0
Summary: The witticisms weren't witty.  	0
The plot - well, I said I'd let that one go.  	0
The acting was bad.  	0
Really bad.  	0
Even Billy Bob couldn't rise above the script, which was worse.  	0
Camerawork - again, bad.  	0
Rating: 1 out of 10.  	0
An AMAZING finale to possibly the BEST trilogy of all time!  	1
Kieslowski never ceases to amaze me.  	1
He is one of my favourite directors, and one of the most talented directors in the history of cinema.  	1
His use of the colours of the French flag in the three films was nothing short of incredible, every shot, every scene was like a work of art.  	1
Three of the most visually appealing movies i've ever seen.  	1
And his subtle connections between the three films are awesome.  	1
I have to mention this and it is a huge SPOILER, i loved the ending, how all the characters of the three films were the remaining survivors of the ferry disaster, with Valentine and the young judge together, and the old man watching it on her TV, solidifying his happiness over the suffering which he dealt with for those many years.  	1
I couldn't think of a better way to end the film, but a smile on my face, great way to wrap up an amazing film and trilogy!  	1
I recommend this for EVERYONE who loves film, movies, anything...A Work of Art!  	1
10 out of 10 for both the movie and trilogy.  	1
I literally vomited while watching this film.  	0
I think i was one of the people who found this another one of roth's pearls.  	1
his performance, as awarded, was stunning.  	1
the story which was told so eloquently by Francis ford Coppola 25 years earlier, really unfolds gradually and leaves room for the characters to develop.  	1
In a most wonderful location lies a story of contrast.  	1
All in all a beautiful directed film from Nicola's roeg wih a sublime cast.  	1
I'm translating movies for a living and this is the first movie in my 5-year working experience that I found offensive to my intelligence.  	0
But when someone strives for greatness and poetry, but delivers a muddled (and often ridiculous) story, a bunch of disparate scenes, pretentious dialogue... Then you get the worst kind of a movie that some other reviewer very accurately defined as pretentious crap"".  "	0	1
497	497	Easy to use.	1	1
498	498	DELICIOUS!!	1	1
499	499	Feelings, thoughts...Gabriel's discomfort during the dance...all these intangibles leap to life and come within the viewer's grasp in Huston's portrayal.  	1	1
5	5	I could not stand to even watch it for very long for fear of losing I.Q.  	0	1
50	50	Mic Doesn't work.	0	1
500	500	This was such an awesome movie that i bought it off of Ebay.  	1	1
501	501	Also, it's a real treat to see Anthony Quinn playing Crazy Horse.  	1	1
502	502	In an interesting part of town, this place is amazing.	1	1
503	503	Lordy, the Khao Soi is a dish that is not to be missed for curry lovers!	1	1
504	504	When my order arrived, one of the gyros was missing.	0	1
505	505	Price is good too.	1	1
506	506	It lasts less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem.	0	1
507	507	The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???  	0	1
508	508	The atmosphere here is fun.	1	1
509	509	Third, the cheese on my friend's burger was cold.	0	1
51	51	The chicken dishes are OK, the beef is like shoe leather.	0	1
510	510	I will not be eating there again.	0	1
511	511	The movie is terribly boring in places.  	0	1
512	512	Yet Plantronincs continues to use the same flawed charger design.	0	1
513	513	They refuse to refund or replace.	0	1
514	514	The voice recognition thru the handset is excellent.	1	1
515	515	I don't understand how this garbage got on the shelves of the movie store, it's not even a real movie!  	0	1
516	516	Awful.  	0	1
517	517	Excellent short film.  	1	1
518	518	Update.....went back for a second time and it was still just as amazing	1	1
519	519	I can say that the desserts were yummy.	1	1
52	52	The warm beer didn't help.	0	1
520	520	It is unusable in a moving car at freeway speed.	0	1
521	521	The range is very decent, I've been able to roam around my house with the phone in the living room with no reception/sound quality issues.	1	1
522	522	"The design is very odd, as the ear ""clip"" is not very comfortable at all."	0	1
523	523	From what my dinner companions told me...everything was very fresh with nice texture and taste.	1	1
524	524	You learn a lot about the real inside emotions of people in this movie, and a lot about the movie business itself.  	1	1
525	525	The waitress was friendly and happy to accomodate for vegan/veggie options.	1	1
526	526	It is simple to use and I like it.	1	1
527	527	But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product.	1	1
528	528	The kids play area is NASTY!	0	1
529	529	They have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food.	0	1
53	53	I believe every one should see this movie as I think few people outside of South Africa understand its past and what is being attempted in the Truth and Reconciliation process.  	1	1
530	530	I can't believe there's even a sequel to this!  	0	1
531	531	So Far So Good!.	1	1
532	532	It's very convenient and simple to use - gets job done & makes the car ride so much smoother.	1	1
533	533	Great Value.	1	1
534	534	Conclusion - I loved it.  	1	1
535	535	Your staff spends more time talking to themselves than me.	0	1
536	536	The movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night.  	1	1
537	537	It came free with a DVD player I bought but I still turned the thing off halfway through because I was embarrassed for Howell.  	0	1
538	538	The best example of how dumb the writing is when it's established that you can turn the zombie-students back into humans by removing a necklace containing a piece of the meteorite.  	0	1
539	539	I'd rather eat airline food, seriously.	0	1
54	54	While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.	0	1
540	540	I have used several phone in two years, but this one is the best.	1	1
541	541	They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!	1	1
542	542	We loved the biscuits!!!	1	1
543	543	My friend did not like his Bloody Mary.	0	1
544	544	These are the nicest restaurant owners I've ever come across.	1	1
545	545	"This was a poor remake of ""My Best Friends Wedding"".  "	0	1
546	546	After waiting an hour and being seated, I was not in the greatest of moods.	0	1
547	547	Much better than the other AYCE sushi place I went to in Vegas.	1	1
548	548	Hands down my favorite Italian restaurant!	1	1
549	549	I especially love the long battery life.	1	1
55	55	This place is not quality sushi, it is not a quality restaurant.	0	1
550	550	First time going but I think I will quickly become a regular.	1	1
551	551	It's AGGRAVATING!	0	1
552	552	Works great.	1	1
553	553	Not loud enough and doesn't turn on like it should.	0	1
554	554	I'm returning them.	0	1
555	555	If you are reading this please don't go there.	0	1
556	556	Point your finger at any item on the menu, order it and you won't be disappointed.	1	1
557	557	I guess I should have known that this place would suck, because it is inside of the Excalibur, but I didn't use my common sense.	0	1
558	558	I love the fact that everything on their menu is worth it.	1	1
559	559	Then our food came out, disappointment ensued.	0	1
56	56	Att is not clear, sound is very distorted and you have to yell when you talk.	0	1
560	560	One of the few places in Phoenix that I would definately go back to again .	1	1
561	561	Nevertheless yet another wonderful film from the great master's stable.  	1	1
562	562	The design is very good.4.	1	1
563	563	DO NOT PURCHASE THIS PHONE.	0	1
564	564	Omit watching this.  	0	1
565	565	Whatever prompted such a documentary is beyond me!  	0	1
566	566	AVOID THIS ESTABLISHMENT!	0	1
567	567	The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.  	0	1
568	568	Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect.	0	1
569	569	what a disappointment	0	1
57	57	An excellent new restaurant by an experienced Frenchman.	1	1
570	570	All in all, a great disappointment.  	0	1
571	571	Plus, it was well-paced and suited its relatively short run time.  	1	1
572	572	The cable looks so thin and flimsy, it is scary.	0	1
573	573	"The ""1.2"" mega pixel camera, being a part of a phone, is reasonably good7."	1	1
574	574	Poor Reliability.	0	1
575	575	The tracfonewebsite is user friendly and makes it easy toactivate, etc.	1	1
576	576	Not a good bargain.	0	1
577	577	The death row scenes were entirely unmoving.  	0	1
578	578	I want my money back.	0	1
579	579	Things that went wrong: - They burned the saganaki.	0	1
58	58	Mobile Phone Tools are a must have.	1	1
580	580	To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.	1	1
581	581	Great service and food.	1	1
582	582	Damn good steak.	1	1
583	583	Love this place, hits the spot when I want something healthy but not lacking in quantity or flavor.	1	1
584	584	However, my recent experience at this particular location was not so good.	0	1
585	585	The jerky camera movements were also annoying.  	0	1
586	586	I know he was a contract player with little control over his scripts, but the acting was as bad as the script.  	0	1
587	587	It dit not work most of the time with my Nokia 5320.	0	1
588	588	Nice headphones for the price and they work great!	1	1
589	589	The restaurant is very clean and has a family restaurant feel to it.	1	1
59	59	"In the span of an hour, I had two people exclaim ""Whoa - is that the new phone on TV?!?"	1	1
590	590	I miss it and wish they had one in Philadelphia!	1	1
591	591	Definitely a turn off for me & i doubt I'll be back unless someone else is buying.	0	1
592	592	The service was extremely slow.	0	1
593	593	We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.	1	1
594	594	The Jamaican mojitos are delicious.	1	1
595	595	The only thing worse than Taylor's acting was Stanwyck's singing.  	0	1
596	596	John Garfield, Ann revere, Lilli Plmer, William Conrad, Canada Lee...and filmed by one of the greatest cinematographers to ever grace the screen..James Wong Howe.  	1	1
597	597	There are many continuity errors: one other user commented on different cars in the garage, Joe's glasses...the one that got to me the most was the fact Joe's facial hair configuration seemed to change from scene to scene.  	0	1
598	598	The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.	0	1
599	599	The sets (especially designed to work with the camera) are amazing....stylized, beautiful and effective.  	1	1
6	6	If you are looking for a good quality Motorola Headset keep looking, this isn't it.	0	1
60	60	Trumbull on I LOVE LUCY).  	1	1
600	600	The reception through this headset is excellent.	1	1
601	601	This one works and was priced right.	1	1
602	602	The fries were great too.	1	1
603	603	The best place to go for a tasty bowl of Pho!	1	1
604	604	We loved the place.	1	1
605	605	I found this move beautiful, enjoyable, and uplifting.  	1	1
606	606	It is just the sort of pap that is screened in the afternoon to punish the unemployed for not having jobs.  	0	1
607	607	This movie is great--especially if you enjoy visual arts.  	1	1
608	608	My sister has one also and she loves it.	1	1
609	609	Great pork sandwich.	1	1
61	61	1. long lasting battery (you don't have to recharge it as frequentyly as some of the flip phones)2.	0	1
610	610	This product is clearly not ready for prime time, I don't care how cool it looks, if you can't tell a call is coming in it's worthless.	0	1
611	611	Perabo has a nice energy level and is obviously very comfortable in front of a camera.  	1	1
612	612	Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.  	1	1
613	613	The service was poor and thats being nice.	0	1
614	614	The meat was pretty dry, I had the sliced brisket and pulled pork.	0	1
615	615	If there were zero stars I would give it zero stars.	0	1
616	616	Sorry, I will not be getting food from here anytime soon :(	0	1
617	617	Would come back again if I had a sushi craving while in Vegas.	1	1
618	618	Great audio!.	1	1
619	619	The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.	1	1
62	62	Tom Wilkinson's character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character's anguish and suffering.  	1	1
620	620	Despite the pans of reviewers, I liked this movie.  	1	1
621	621	If only someone involved with it knew how to string together narrative!  	0	1
622	622	This is an excellent film.  	1	1
623	623	It is PERFECT for a sit-down family meal or get together with a few friends.	1	1
624	624	I let my girlfriend talk me into seeing this - bad idea, we both hated it.  	0	1
625	625	Excellent sound quality.	1	1
626	626	The poor batter to meat ratio made the chicken tenders very unsatisfying.	0	1
627	627	And considering the two of us left there very full and happy for about $20, you just can't go wrong.	1	1
628	628	And service was super friendly.	1	1
629	629	but the movie makes a lot of serious mistakes.  	0	1
63	63	but it is great, i would really recommend it	1	1
630	630	"Kathy Bates is wonderful in her characters subtle desperation and escapism; a variation on her character in ""At Play In The Fields Of The Lord"".  "	1	1
631	631	Really awful.  	0	1
632	632	At no point in the proceedings does it look remotely like America.  	0	1
633	633	The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.  	0	1
634	634	As a courtroom drama, it's compelling, as an indictment on the American justice system, it's frightening.  	1	1
635	635	"You'll love it!  	1
This movie is BAD.  	0
So bad.  	0
The film is way too long.  	0
This is definitely one of the bad ones.  	0
The movie I received was a great quality film for it's age.  	1
John Wayne did an incredible job for being so young in the movie industry.  	1
His on screen presence shined thought even though there were other senior actors on the screen with him.  	1
I think that it is a must see older John Wayne film.  	1
I really don't see how anyone could enjoy this movie.  	0
I don't think I've ever seen a movie half as boring as this self-indulgent piece of junk.  	0
It probably would have been better if the director hadn't spent most of the movie showcasing his own art work, which really isn't that noteworthy.  	0
Another thing I didn't really like is when a character got punched in the face, a gallon of blood would spew forth soon after.  	0
Jamie Foxx absolutely IS Ray Charles.  	1
His performance is simply genius.  	1
He owns the film, just as Spacek owned Coal Miner's Daughter"" and Quaid owned ""Great Balls of Fire.  "	1	1
636	636	This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!	1	1
637	637	Wow very spicy but delicious.	1	1
638	638	however, my girl was complain that some time the phone doesn't wake up like normal phone does.	0	1
639	639	This is not movie-making.  	0	1
64	64	But it is entertaining, nonetheless.  	1	1
640	640	About half way through this film I started to dislike it.  	0	1
641	641	The battery is working well as a replacement for the original that came with the phone over 2 years ago.	1	1
642	642	Now we were chosen to be tortured with this disgusting piece of blatant American propaganda.  	0	1
643	643	I love all the features and form factor.	1	1
644	644	i'm glad i found this product on amazon it is hard to find, it wasn't high priced.	1	1
645	645	This if the first movie I've given a 10 to in years.  	1	1
646	646	The deal included 5 tastings and 2 drinks, and Jeff went above and beyond what we expected.	1	1
647	647	very slow at seating even with reservation.	0	1
648	648	Even worse than Ticker!  	0	1
649	649	I love the ringtones because they are so upbeat!	1	1
65	65	Worst service to boot, but that is the least of their worries.	0	1
650	650	The selection of food was not the best.	0	1
651	651	We got the food and apparently they have never heard of salt and the batter on the fish was chewy.	0	1
652	652	I have always used corded headsets and the freedom from the wireless is very helpful.	1	1
653	653	I was left shattered from the experience of watching this 'film' and I took a good two hours to fully recover.  	0	1
654	654	Wow... Loved this place.	1	1
655	655	The internet access was fine, it the rare instance that it worked.	0	1
656	656	Absolutel junk.	0	1
657	657	"The film gives meaning to the phrase, ""Never in the history of human conflict has so much been owed by so many to so few.  "	1	1
658	658	It feels more comfortable than most headsets because I wear glasses and that gets in the way sometimes.	1	1
659	659	Characters are one-dimensional, even the good guys and especially the bad guys.  	0	1
66	66	Worst food/service I've had in a while.	0	1
660	660	Bad characters, bad story and bad acting.  	0	1
661	661	I paid too much.  	0	1
662	662	It's kind of embarrassing to use because of how it looks and mostly it's embarrassing how child-like the company is.	0	1
663	663	The BT headset was such a disapoinment.	0	1
664	664	I'll be looking for a new earpiece.	0	1
665	665	A great film by a great director.  	1	1
666	666	The service was not up to par, either.	0	1
667	667	Item Does Not Match Picture.	0	1
668	668	It was probably dirt.	0	1
669	669	The keyboard is really worthwhile in usefulness and is sturdy enough I don't expect any problems.	1	1
67	67	The sets are so bad, they wouldn't look out of place on a Thunderbirds episode.  	0	1
670	670	It is zillion times away from reality.  	0	1
671	671	Juano Hernandez (an exceptional actor who played supporting roles in many films of the era) is a proud black man who is accused of murdering a white man in the South.  	1	1
672	672	I had ordered a motorola data cable, got a very well finished and working product.	1	1
673	673	I came over from Verizon because cingulair has nicer cell phones.... the first thing I noticed was the really bad service.	0	1
674	674	After my phone got to be about a year old, it's been slowly breaking despite much care on my part.	0	1
675	675	Bad Quality.	0	1
